code,iata,icao,lat,lon,elevation,name,city,region,country,continent
NAG,NAG,VANP,21.092199325561523,79.04720306396484,1033.0,Dr. Babasaheb Ambedkar International Airport,Naqpur,Maharashtra,India,Europe
,,VANR,19.9636993408,73.8076019287,1959.0,Gandhinagar Airport,Nashik,Maharashtra,India,Europe
PNQ,PNQ,VAPO,18.58209991455078,73.9197006225586,1942.0,Pune Airport,Pune,Maharashtra,India,Europe
PBD,PBD,VAPR,21.6487007141,69.65720367429999,23.0,Porbandar Airport,Porbandar,Gujarat,India,Europe
RAJ,RAJ,VARK,22.3092002869,70.77950286869999,441.0,Rajkot Airport,Rajkot,Gujarat,India,Europe
RPR,RPR,VARP,21.180400848399998,81.7388000488,1041.0,Raipur Airport,Raipur,Chhattisgarh,India,Europe
STV,STV,VASU,21.1140995026,72.7417984009,16.0,Surat Airport,,Gujarat,India,Europe
UDR,UDR,VAUD,24.617700576799997,73.89610290530001,1684.0,Maharana Pratap Airport,Udaipur,Rajasthan,India,Europe
CMB,CMB,VCBI,7.180759906768799,79.88410186767578,30.0,Bandaranaike International Colombo Airport,Colombo,Western Province,Sri Lanka,Europe
BTC,BTC,VCCB,7.70576,81.678802,20.0,Batticaloa Airport,Batticaloa,Eastern Province,Sri Lanka,Europe
RML,RML,VCCC,6.821990013122559,79.88619995117188,22.0,Colombo Ratmalana Airport,Colombo,Western Province,Sri Lanka,Europe
JAF,JAF,VCCJ,9.792329788208008,80.07009887695312,33.0,Kankesanturai Airport,Jaffna,Northern Province,Sri Lanka,Europe
KCT,KCT,VCCK,5.993680000305176,80.32029724121094,10.0,Koggala Airport,Galle,Southern Province,Sri Lanka,Europe
TRR,TRR,VCCT,8.5385103225708,81.18190002441406,6.0,China Bay Airport,Trincomalee,Eastern Province,Sri Lanka,Europe
WRZ,WRZ,VCCW,6.25448989868,81.23519897460001,50.0,Weerawila Airport,Weerawila,Southern Province,Sri Lanka,Europe
HRI,HRI,VCRI,6.284467,81.124128,157.0,Mattala Rajapaksa International Airport,,Southern Province,Sri Lanka,Europe
BBM,BBM,VDBG,13.095600128173828,103.2239990234375,59.0,Battambang Airport,Battambang,Baat Dambang,Cambodia,Europe
PNH,PNH,VDPP,11.546600341796875,104.84400177001953,40.0,Phnom Penh International Airport,Phnom Penh,Kandaal,Cambodia,Europe
REP,REP,VDSR,13.410699844400002,103.81300354,60.0,Siem Reap International Airport,Siem Reap,Siem Reab,Cambodia,Europe
TNX,TNX,VDST,13.531900405883789,106.01499938964844,203.0,Stung Treng Airport,Stung Treng,Stueng Traeng,Cambodia,Europe
KOS,KOS,VDSV,10.57970047,103.637001038,33.0,Sihanoukville International Airport,Sihanukville,Xrong Preah Sihanouk,Cambodia,Europe
IXA,IXA,VEAT,23.8869991302,91.24040222170001,46.0,Agartala Airport,Agartala,Tripura,India,Europe
IXB,IXB,VEBD,26.68120002746582,88.32859802246094,412.0,Bagdogra Airport,Siliguri,West Bengal,India,Europe
SHL,SHL,VEBI,25.70359992980957,91.97869873046875,2910.0,Shillong Airport,Shillong,Meghalaya,India,Europe
BBI,BBI,VEBS,20.244400024399997,85.8178024292,138.0,Biju Patnaik Airport,Bhubaneswar,Odisha,India,Europe
CCU,CCU,VECC,22.654699325561523,88.44670104980469,16.0,Netaji Subhash Chandra Bose International Airport,Kolkata,West Bengal,India,Europe
RDP,RDP,VEDG,23.6225,87.243,300.0,Kazi Nazrul Islam Airport,Durgapur,West Bengal,India,Europe
GOP,GOP,VEGK,26.739700317399997,83.4496994019,259.0,Gorakhpur Airport,Gorakhpur,Uttar Pradesh,India,Europe
GAU,GAU,VEGT,26.10610008239746,91.58589935302734,162.0,Lokpriya Gopinath Bordoloi International Airport,Guwahati,Assam,India,Europe
GAY,GAY,VEGY,24.744300842285156,84.95120239257812,380.0,Gaya Airport,,Bihar,India,Europe
IMF,IMF,VEIM,24.7600002289,93.896697998,2540.0,Imphal Airport,Imphal,Manipur,India,Europe
JRH,JRH,VEJT,26.7315006256,94.1754989624,311.0,Jorhat Airport,Jorhat,Assam,India,Europe
,,VEKJ,21.696666666699997,85.58166666670002,0.0,KEONJHAR AIRPORT,,Odisha,India,Europe
IXS,IXS,VEKU,24.9129009247,92.97869873050001,352.0,Silchar Airport,Silchar,Assam,India,Europe
AJL,AJL,VELP,23.840599060099997,92.6196975708,1398.0,Lengpui Airport,Aizawl,Mizoram,India,Europe
IXI,IXI,VELR,27.295499801635742,94.09760284423828,330.0,North Lakhimpur Airport,Lilabari,Assam,India,Europe
DIB,DIB,VEMN,27.4839000702,95.0168991089,362.0,Dibrugarh Airport,Dibrugarh,Assam,India,Europe
DMU,DMU,VEMR,25.883899688699998,93.77110290530001,487.0,Dimapur Airport,Dimapur,Nagaland,India,Europe
PAT,PAT,VEPT,25.591299057,85.0879974365,170.0,Lok Nayak Jayaprakash Airport,Patna,Bihar,India,Europe
IXR,IXR,VERC,23.314300537100003,85.3217010498,2148.0,Birsa Munda Airport,Ranchi,Jharkhand,India,Europe
TEZ,TEZ,VETZ,26.7091007232666,92.78469848632812,240.0,Tezpur Airport,,Assam,India,Europe
VTZ,VTZ,VEVZ,17.721200943,83.2245025635,15.0,Vishakhapatnam Airport,Visakhapatnam,Andhra Pradesh,India,Europe
BZL,BZL,VGBR,22.801000595092773,90.30120086669922,23.0,Barisal Airport,Barisal,Barisal Division,Bangladesh,Europe
CXB,CXB,VGCB,21.452199935913086,91.96389770507812,12.0,Cox's Bazar Airport,Cox's Bazar,Chittagong Division,Bangladesh,Europe
CGP,CGP,VGEG,22.24959945678711,91.81330108642578,12.0,Shah Amanat International Airport,Chittagong,Chittagong Division,Bangladesh,Europe
JSR,JSR,VGJR,23.183799743652344,89.16079711914062,20.0,Jessore Airport,Jashahor,Khulna Division,Bangladesh,Europe
RJH,RJH,VGRJ,24.43720054626465,88.61650085449219,64.0,Shah Mokhdum Airport,Rajshahi,Rajshahi Division,Bangladesh,Europe
SPD,SPD,VGSD,25.759199142456055,88.90889739990234,125.0,Saidpur Airport,Saidpur,Rajshahi Division,Bangladesh,Europe
ZYL,ZYL,VGSY,24.963199615478516,91.8667984008789,50.0,Osmany International Airport,Sylhet,Sylhet Division,Bangladesh,Europe
DAC,DAC,VGZR,23.843347,90.397783,30.0,Dhaka / Hazrat Shahjalal International Airport,Dhaka,Dhaka Division,Bangladesh,Europe
HKG,HKG,VHHH,22.3089008331,113.915000916,28.0,Hong Kong International Airport,Hong Kong,(unassigned),Hong Kong,Europe
HHP,HHP,VHST,22.2893714905,114.152153015,107.0,Shun Tak Heliport,Hong Kong,(unassigned),Hong Kong,Europe
SPB,SPB,VI22,18.338600158691406,-64.9406967163086,0.0,Charlotte Amalie Harbor Seaplane Base,Charlotte Amalie St Thomas,(unassigned),U.S. Virgin Islands,Europe
SSB,SSB,VI32,17.74720001220703,-64.70490264892578,0.0,Christiansted Harbor Seaplane Base,Christiansted St Croix,(unassigned),U.S. Virgin Islands,Europe
ATQ,ATQ,VIAR,31.7096004486,74.7973022461,756.0,Sri Guru Ram Dass Jee International Airport,Amritsar,Punjab,India,Europe
VNS,VNS,VIBN,25.4524002075,82.8592987061,266.0,Lal Bahadur Shastri Airport,Varanasi,Uttar Pradesh,India,Europe
IXC,IXC,VICG,30.673500061035156,76.78849792480469,1012.0,Chandigarh Airport,Chandigarh,Chandigarh,India,Europe
DED,DED,VIDN,30.189699173,78.18029785159999,1831.0,Dehradun Airport,Dehradun,Uttar Pradesh,India,Europe
DEL,DEL,VIDP,28.5665,77.103104,777.0,Indira Gandhi International Airport,New Delhi,Delhi,India,Europe
GWL,GWL,VIGR,26.29330062866211,78.22779846191406,617.0,Gwalior Airport,Gwalior,Madhya Pradesh,India,Europe
JDH,JDH,VIJO,26.251100540161133,73.04889678955078,717.0,Jodhpur Airport,Jodhpur,Rajasthan,India,Europe
JAI,JAI,VIJP,26.8241996765,75.8122024536,1263.0,Jaipur International Airport,Jaipur,Rajasthan,India,Europe
IXJ,IXJ,VIJU,32.6890983582,74.8374023438,1029.0,Jammu Airport,Jammu,Jammu and Kashmir,India,Europe
KNU,KNU,VIKA,26.4414005279541,80.36489868164062,411.0,Kanpur Airport,,Uttar Pradesh,India,Europe
IXL,IXL,VILH,34.1358985901,77.5465011597,10682.0,Leh Kushok Bakula Rimpochee Airport,Leh,Jammu and Kashmir,India,Europe
LKO,LKO,VILK,26.7605991364,80.8892974854,410.0,Chaudhary Charan Singh International Airport,Lucknow,Uttar Pradesh,India,Europe
SXR,SXR,VISR,33.987098693847656,74.77420043945312,5429.0,Sheikh ul Alam Airport,Srinagar,Jammu and Kashmir,India,Europe
TNI,TNI,VIST,24.5623,80.854897,1060.0,Satna Airport,,Madhya Pradesh,India,Europe
HOE,HOE,VLHS,20.2572994232,100.43699646,1380.0,Ban Huoeisay Airport,Huay Xai,Bokeo Province,Laos,Europe
LPQ,LPQ,VLLB,19.897300720214844,102.16100311279297,955.0,Luang Phabang International Airport,Luang Phabang,Louangphabang Province,Laos,Europe
LXG,LXG,VLLN,20.966999053955078,101.4000015258789,1968.0,Luang Namtha Airport,Luang Namtha,Louang Namtha Province,Laos,Europe
ODY,ODY,VLOS,20.68269920349121,101.99400329589844,1804.0,Oudomsay Airport,Oudomsay,Oudomxai Province,Laos,Europe
PKZ,PKZ,VLPS,15.132100105285645,105.78099822998047,351.0,Pakse International Airport,Pakse,Champasak Province,Laos,Europe
ZBY,ZBY,VLSB,19.2436,101.7093,962.0,Sayaboury Airport,Sainyabuli,Xaignabouli Province,Laos,Europe
VTE,VTE,VLVT,17.988300323500003,102.56300354,564.0,Wattay International Airport,Vientiane,Vientiane Prefecture,Laos,Europe
XKH,XKH,VLXK,19.450000762939453,103.15799713134766,3445.0,Xieng Khouang Airport,Xieng Khouang,Xiangkhoang Province,Laos,Europe
MFM,MFM,VMMC,22.149599,113.592003,20.0,Macau International Airport,Macau,(unassigned),Macau,Europe
VDH,VDH,VN-0001,17.515,106.590556,59.0,Dong Hoi Airport,Dong Hoi,Quang Binh Province,Vietnam,Europe
KON,KON,VN-KON,14.350000381469727,108.01699829101562,1804.0,Kontum Airport,Kontum,Kon Tum Province,Vietnam,Europe
BHR,BHR,VNBP,27.6781005859375,84.42939758300781,600.0,Bharatpur Airport,Bharatpur,Narayani,Nepal,Europe
BWA,BWA,VNBW,27.505685,83.416293,358.0,Gautam Buddha Airport,Bhairawa,Lumbini,Nepal,Europe
BDP,BDP,VNCG,26.5708007812,88.07959747310001,300.0,Bhadrapur Airport,Bhadrapur,Mechi,Nepal,Europe
DOP,DOP,VNDP,28.985700607299805,82.81909942626953,8200.0,Dolpa Airport,Dolpa,Karnali,Nepal,Europe
JUM,JUM,VNJL,29.274200439453125,82.19329833984375,7700.0,Jumla Airport,Jumla,Karnali,Nepal,Europe
JKR,JKR,VNJP,26.708799362199997,85.9224014282,256.0,Janakpur Airport,Janakpur,Janakpur,Nepal,Europe
JMO,JMO,VNJS,28.780426,83.723,9000.0,Jomsom Airport,Jomsom,Dhawalagiri,Nepal,Europe
KTM,KTM,VNKT,27.6965999603,85.35910034179999,4390.0,Tribhuvan International Airport,Kathmandu,Bagmati,Nepal,Europe
LUA,LUA,VNLK,27.686899185180664,86.72969818115234,9380.0,Lukla Airport,Lukla,Sagarmatha,Nepal,Europe
NGX,NGX,VNMA,28.641399383544922,84.08920288085938,11001.0,Manang Airport,Ngawal,Gandaki,Nepal,Europe
MEY,MEY,VNMG,27.5774,84.22875,600.0,Meghauli Airport,Meghauli,Narayani,Nepal,Europe
KEP,KEP,VNNG,28.103599548339844,81.66699981689453,540.0,Nepalgunj Airport,Nepalgunj,Bheri,Nepal,Europe
PKR,PKR,VNPK,28.200899124145508,83.98210144042969,2712.0,Pokhara Airport,Pokhara,Gandaki,Nepal,Europe
PPL,PPL,VNPL,27.5177868809,86.5844535828,7918.0,Phaplu Airport,Phaplu,Sagarmatha,Nepal,Europe
RUK,RUK,VNRK,28.627000808699997,82.19499969479999,2500.0,Rukumkot Airport,Rukumkot,Rapti,Nepal,Europe
RUM,RUM,VNRT,27.303499221801758,86.55039978027344,4500.0,Rumjatar Airport,Rumjatar,Sagarmatha,Nepal,Europe
SIF,SIF,VNSI,27.159500122070312,84.9801025390625,450.0,Simara Airport,Simara,Narayani,Nepal,Europe
SKH,SKH,VNSK,28.586000442504883,81.63600158691406,2400.0,Surkhet Airport,Surkhet,Bheri,Nepal,Europe
IMK,IMK,VNST,29.971099853515625,81.81890106201172,9246.0,Simikot Airport,Simikot,Karnali,Nepal,Europe
TPJ,TPJ,VNTJ,27.3509,87.69525,7990.0,Taplejung Airport,Taplejung,Mechi,Nepal,Europe
TMI,TMI,VNTR,27.315000534057617,87.19329833984375,1700.0,Tumling Tar Airport,Tumling Tar,Kosi,Nepal,Europe
BIR,BIR,VNVT,26.48150062561035,87.26399993896484,236.0,Biratnagar Airport,Biratnagar,Kosi,Nepal,Europe
LTU,LTU,VO55,18.4115009308,76.46469879150001,2136.0,Murod Kond Airport,Latur,Maharashtra,India,Europe
TCR,TCR,VO80,8.724241,78.025803,129.0,Tuticorin Airport,Thoothukudi,Tamil Nadu,India,Europe
,,VOBG,12.9499998093,77.6681976318,2912.0,HAL Airport,Bangalore,Karnataka,India,Europe
BLR,BLR,VOBL,13.1979,77.706299,3000.0,Kempegowda International Airport,Bangalore,Karnataka,India,Europe
VGA,VGA,VOBZ,16.530399322509766,80.79679870605469,82.0,Vijayawada Airport,,Andhra Pradesh,India,Europe
CJB,CJB,VOCB,11.029999733,77.0434036255,1324.0,Coimbatore International Airport,Coimbatore,Tamil Nadu,India,Europe
COK,COK,VOCI,10.152,76.401901,30.0,Cochin International Airport,Kochi,Kerala,India,Europe
CCJ,CCJ,VOCL,11.1367998123,75.95529937740001,342.0,Calicut International Airport,Calicut,Kerala,India,Europe
HYD,HYD,VOHS,17.2313175201,78.4298553467,2024.0,Rajiv Gandhi International Airport,Hyderabad,Telangana,India,Europe
IXM,IXM,VOMD,9.83450984955,78.09339904790001,459.0,Madurai Airport,Madurai,Tamil Nadu,India,Europe
IXE,IXE,VOML,12.9612998962,74.8900985718,337.0,Mangalore International Airport,Mangalore,Karnataka,India,Europe
MAA,MAA,VOMM,12.990005493164062,80.16929626464844,52.0,Chennai International Airport,Chennai,Tamil Nadu,India,Europe
IXZ,IXZ,VOPB,11.641200065612793,92.72969818115234,14.0,Vir Savarkar International Airport,Port Blair,Andaman and Nicobar Islands,India,Europe
RJA,RJA,VORY,17.1103992462,81.81819915770001,151.0,Rajahmundry Airport,Rajahmundry,Andhra Pradesh,India,Europe
TIR,TIR,VOTP,13.632499694800002,79.543296814,350.0,Tirupati Airport,Tirupati,Andhra Pradesh,India,Europe
TRZ,TRZ,VOTR,10.765399932861328,78.70970153808594,288.0,Tiruchirapally Civil Airport Airport,Tiruchirappally,Tamil Nadu,India,Europe
TRV,TRV,VOTV,8.48211956024,76.9200973511,15.0,Trivandrum International Airport,Thiruvananthapuram,Kerala,India,Europe
YON,YON,VQ10,27.256399,91.514503,9000.0,Yongphulla Airport,Tashigang,Trashigang,Bhutan,Europe
PBH,PBH,VQPR,27.403200149499998,89.42459869380001,7332.0,Paro Airport,Paro,Paro,Bhutan,Europe
DRV,DRV,VRMD,5.1561,73.1302,6.0,Dharavandhoo Airport,Baa Atoll,Baa,Maldives,Europe
GAN,GAN,VRMG,-0.693342,73.155602,6.0,Gan International Airport,Gan,Seenu Atoll,Maldives,Europe
HAQ,HAQ,VRMH,6.744229793548584,73.17050170898438,4.0,Hanimaadhoo Airport,Haa Dhaalu Atoll,Haa Dhaalu Atoll,Maldives,Europe
KDO,KDO,VRMK,1.8591699600219727,73.52189636230469,4.0,Kadhdhoo Airport,Kadhdhoo,Laamu Atoll,Maldives,Europe
MLE,MLE,VRMM,4.191830158233643,73.52909851074219,6.0,Malé International Airport,Malé,Malé Capital,Maldives,Europe
GKK,GKK,VRMO,0.7324,73.4336,29.0,Kooddoo Airport,Huvadhu Atoll,Gaaf Alif,Maldives,Europe
KDM,KDM,VRMT,0.48813098669052124,72.99690246582031,2.0,Kaadedhdhoo Airport,Huvadhu Atoll,Gaafu Dhaalu Atoll,Maldives,Europe
VAM,VAM,VRMV,3.47055555556,72.8358333333,6.0,Villa Airport,Maamigili,Raa,Maldives,Europe
TMF,TMF,VRNT,2.211,73.1533,6.0,Thimarafushi Airport,Thimarafushi,Thaa,Maldives,Europe
DMK,DMK,VTBD,13.9125995636,100.607002258,9.0,Don Mueang International Airport,Bangkok,Bangkok Province,Thailand,Europe
TDX,TDX,VTBO,12.274600029,102.319000244,105.0,Trat Airport,,Trat Province,Thailand,Europe
BKK,BKK,VTBS,13.681099891662598,100.74700164794922,5.0,Suvarnabhumi Airport,Bangkok,Bangkok Province,Thailand,Europe
UTP,UTP,VTBU,12.679900169372559,101.00499725341797,42.0,U-Tapao International Airport,Rayong,Rayong Province,Thailand,Europe
CNX,CNX,VTCC,18.766799926799997,98.962600708,1036.0,Chiang Mai International Airport,Chiang Mai,Chiang Mai Province,Thailand,Europe
HGN,HGN,VTCH,19.301300048828125,97.97579956054688,929.0,Mae Hong Son Airport,,Mae Hong Son Province,Thailand,Europe
LPT,LPT,VTCL,18.27090072631836,99.50420379638672,811.0,Lampang Airport,,Lampang Province,Thailand,Europe
NNT,NNT,VTCN,18.807899475097656,100.78299713134766,685.0,Nan Airport,,Nan Province,Thailand,Europe
,,VTCO,18.546816,99.012029,925.0,Lamphun Airport,,Lamphun Province,Thailand,Europe
CEI,CEI,VTCT,19.952299118,99.88289642330001,1280.0,Chiang Rai International Airport,Chiang Rai,Chiang Rai Province,Thailand,Europe
PHY,PHY,VTPB,16.6760005951,101.194999695,450.0,Phetchabun Airport,,Phetchabun Province,Thailand,Europe
HHQ,HHQ,VTPH,12.6361999512,99.951499939,62.0,Hua Hin Airport,Hua Hin,Phetchaburi Province,Thailand,Europe
MAQ,MAQ,VTPM,16.699899673461914,98.54509735107422,690.0,Mae Sot Airport,,Tak Province,Thailand,Europe
THS,THS,VTPO,17.238000869750977,99.81819915771484,179.0,Sukhothai Airport,,Sukhothai Province,Thailand,Europe
PHS,PHS,VTPP,16.782899856567383,100.27899932861328,154.0,Phitsanulok Airport,,Phitsanulok Province,Thailand,Europe
URT,URT,VTSB,9.13259983063,99.135597229,20.0,Surat Thani Airport,Surat Thani,Surat Thani Province,Thailand,Europe
NAW,NAW,VTSC,6.5199198722839355,101.74299621582031,16.0,Narathiwat Airport,,Narathiwat Province,Thailand,Europe
NST,NST,VTSF,8.539620399475098,99.9447021484375,13.0,Nakhon Si Thammarat Airport,Nakhon Si Thammarat,Nakhon Si Thammarat Province,Thailand,Europe
KBV,KBV,VTSG,8.09912014008,98.9861984253,82.0,Krabi Airport,Krabi,Krabi Province,Thailand,Europe
USM,USM,VTSM,9.547789573669998,100.06199646,64.0,Samui Airport,Na Thon (Ko Samui Island),Nakhon Si Thammarat Province,Thailand,Europe
HKT,HKT,VTSP,8.1132,98.316902,82.0,Phuket International Airport,Phuket,Phuket Province,Thailand,Europe
UNN,UNN,VTSR,9.777620315551758,98.58550262451172,57.0,Ranong Airport,,Ranong Province,Thailand,Europe
HDY,HDY,VTSS,6.93320989609,100.392997742,90.0,Hat Yai International Airport,Hat Yai,Songkhla Province,Thailand,Europe
TST,TST,VTST,7.508739948272705,99.6166000366211,67.0,Trang Airport,,Trang Province,Thailand,Europe
UTH,UTH,VTUD,17.386400222800003,102.788002014,579.0,Udon Thani Airport,Udon Thani,Udon Thani Province,Thailand,Europe
SNO,SNO,VTUI,17.195100784301758,104.11900329589844,529.0,Sakon Nakhon Airport,,Sakon Nakhon Province,Thailand,Europe
PXR,PXR,VTUJ,14.868300437927,103.49800109863,478.0,Surin Airport,Surin,Surin Province,Thailand,Europe
KKC,KKC,VTUK,16.466600418099997,102.783996582,670.0,Khon Kaen Airport,Khon Kaen,Khon Kaen Province,Thailand,Europe
LOE,LOE,VTUL,17.43910026550293,101.72200012207031,860.0,Loei Airport,,Loei Province,Thailand,Europe
BFV,BFV,VTUO,15.229499816894531,103.25299835205078,590.0,Buri Ram Airport,,Buri Ram Province,Thailand,Europe
UBP,UBP,VTUU,15.2512998581,104.870002747,406.0,Ubon Ratchathani Airport,Ubon Ratchathani,Ubon Ratchathani Province,Thailand,Europe
ROI,ROI,VTUV,16.11680030822754,103.77400207519531,451.0,Roi Et Airport,,Roi Et Province,Thailand,Europe
KOP,KOP,VTUW,17.383800506591797,104.64299774169922,587.0,Nakhon Phanom Airport,,Nakhon Phanom Province,Thailand,Europe
BMV,BMV,VVBM,12.668299675,108.120002747,1729.0,Buon Ma Thuot Airport,Buon Ma Thuot,Dac Lac Province,Vietnam,Europe
VCL,VCL,VVCA,15.403300285299999,108.706001282,10.0,Chu Lai International Airport,Dung Quat Bay,Quang Ngai Province,Vietnam,Europe
HPH,HPH,VVCI,20.819400787353516,106.7249984741211,6.0,Cat Bi International Airport,Haiphong,Hai Duong Province,Vietnam,Europe
CAH,CAH,VVCM,9.177667,105.177778,6.0,Cà Mau Airport,Ca Mau City,Ca Mau Province,Vietnam,Europe
CXR,CXR,VVCR,11.998200416564941,109.21900177001953,40.0,Cam Ranh Airport,Nha Trang,Khanh Hoa Province,Vietnam,Europe
VCS,VCS,VVCS,8.73183,106.633003,20.0,Co Ong Airport,Con Dao,Ba Ria - Vung Tau Province,Vietnam,Europe
VCA,VCA,VVCT,10.085100174,105.711997986,9.0,Can Tho International Airport,Can Tho,Lao Cai Province,Vietnam,Europe
DIN,DIN,VVDB,21.3974990845,103.008003235,1611.0,Dien Bien Phu Airport,Dien Bien Phu,Lai Chau Province,Vietnam,Europe
DLI,DLI,VVDL,11.75,108.36699676513672,3156.0,Lien Khuong Airport,Dalat,Lam Dong Province,Vietnam,Europe
DAD,DAD,VVDN,16.043899536132812,108.1989974975586,33.0,Da Nang International Airport,Da Nang,Da Nang Municipality,Vietnam,Europe
HAN,HAN,VVNB,21.221200942993164,105.80699920654297,39.0,Noi Bai International Airport,Hanoi,Ha Tay Province,Vietnam,Europe
HUI,HUI,VVPB,16.401500701899998,107.70300293,48.0,Phu Bai Airport,Hue,Bac Ninh Province,Vietnam,Europe
UIH,UIH,VVPC,13.9549999237,109.041999817,80.0,Phu Cat Airport,Quy Nohn,Binh Dinh Province,Vietnam,Europe
PXU,PXU,VVPK,14.004500389099121,108.01699829101562,2434.0,Pleiku Airport,Pleiku,Gia Lai Province,Vietnam,Europe
PQC,PQC,VVPQ,10.1698,103.9931,37.0,Phu Quoc International Airport,Phu Quoc Island,Kien Giang Province,Vietnam,Europe
VKG,VKG,VVRG,9.95802997234,105.132379532,7.0,Rach Gia Airport,Rach Gia,Kien Giang Province,Vietnam,Europe
TBB,TBB,VVTH,13.049599647500001,109.333999634,20.0,Dong Tac Airport,Tuy Hoa,Vinh Long Province,Vietnam,Europe
SGN,SGN,VVTS,10.8187999725,106.652000427,33.0,Tan Son Nhat International Airport,Ho Chi Minh City,Ha Tinh Province,Vietnam,Europe
VII,VII,VVVH,18.7376003265,105.67099762,23.0,Vinh Airport,Vinh,Thua Thien-Hue Province,Vietnam,Europe
NYU,NYU,VYBG,21.178800582885742,94.9301986694336,312.0,Bagan Airport,Nyaung U,Mandalay Division,Burma,Europe
BMO,BMO,VYBM,24.268999099731445,97.24620056152344,370.0,Banmaw Airport,Banmaw,Kachin State,Burma,Europe
TVY,TVY,VYDW,14.103899955749512,98.20359802246094,84.0,Dawei Airport,Dawei,Tanintharyi Division,Burma,Europe
NYT,NYT,VYEL,19.623501,96.200996,302.0,Naypyidaw Airport,Pyinmana,Mandalay Division,Burma,Europe
HEH,HEH,VYHH,20.746999740600586,96.79199981689453,3858.0,Heho Airport,Heho,Shan State,Burma,Europe
KET,KET,VYKG,21.301599502563477,99.63600158691406,2798.0,Kengtung Airport,Kengtung,Shan State,Burma,Europe
KHM,KHM,VYKI,25.988300323486328,95.67440032958984,6000.0,Kanti Airport,Kanti,Sagaing Division,Burma,Europe
KYP,KYP,VYKP,19.42639923095703,93.53479766845703,20.0,Kyaukpyu Airport,Kyaukpyu,Rakhine State,Burma,Europe
KAW,KAW,VYKT,10.049300193786621,98.53800201416016,180.0,Kawthoung Airport,Kawthoung,Tanintharyi Division,Burma,Europe
LIW,LIW,VYLK,19.691499710083008,97.21479797363281,2940.0,Loikaw Airport,Loikaw,Kayah State,Burma,Europe
LSH,LSH,VYLS,22.9778995513916,97.752197265625,2450.0,Lashio Airport,Lashio,Shan State,Burma,Europe
MDL,MDL,VYMD,21.702199935913086,95.97789764404297,300.0,Mandalay International Airport,Mandalay,Mandalay Division,Burma,Europe
MGZ,MGZ,VYME,12.439800262451172,98.62149810791016,75.0,Myeik Airport,Mkeik,Tanintharyi Division,Burma,Europe
MYT,MYT,VYMK,25.38360023498535,97.35189819335938,475.0,Myitkyina Airport,Myitkyina,Kachin State,Burma,Europe
MNU,MNU,VYMM,16.444700241088867,97.66069793701172,52.0,Mawlamyine Airport,Mawlamyine,Mon State,Burma,Europe
MOG,MOG,VYMS,20.516799926757812,99.25679779052734,1875.0,Mong Hsat Airport,Mong Hsat,Shan State,Burma,Europe
MWQ,MWQ,VYMW,20.165599822998047,94.94139862060547,279.0,Magway Airport,Magway,Magway Division,Burma,Europe
BSX,BSX,VYPN,16.815200805664062,94.77989959716797,20.0,Pathein Airport,Pathein,Ayeyarwady Division,Burma,Europe
